sku;altitude_factor;approved_heights;available_dimensions;bars_no_per_base_plate;bar_type-de_DE;bar_type-en_US;bar_type-es_ES;bar_type-fr_FR;bar_type-it_IT;base_plate_type-de_DE;base_plate_type-en_US;base_plate_type-es_ES;base_plate_type-fr_FR;base_plate_type-it_IT;border_wire_diameter;categories;category_res_height;cbr_puncture_resistance;certification_number;ce_number;coating;cross_section_area;description-de_DE-ecommerce;description-en_US-ecommerce;description-es_ES-ecommerce;description-fr_FR-ecommerce;description-it_IT-ecommerce;diameter_option;distance_between_posts;dk_snow_height;elongation_yeld_log_perc;elongation_yeld_trav_perc;enabled;energy_class;external_code;family;gas_permeability;geogrid_type-de_DE;geogrid_type-en_US;geogrid_type-es_ES;geogrid_type-fr_FR;geogrid_type-it_IT;groups;height;inner_diameter;junction_strength_n;lateral_anchors_no;length;material-de_DE;material-en_US;material-es_ES;material-fr_FR;material-it_IT;max_bending_moment_plate;max_beraring_rope_diameter;max_elongation;max_kn_comp_plate;max_kn_lateral;max_kn_shear_plate;max_kn_upslope;mel_energy;mesh_size;mesh_size_long;mesh_size_trasv;mesh_tpe;min_mass_coating;name;nominal_height;n_sliding_factor;outer_diameter;PACK-groups;PACK-products;pdf_description;pdf_title-de_DE;pdf_title-en_US;pdf_title-es_ES;pdf_title-fr_FR;pdf_title-it_IT;permeability_to_liquids;picture;porometry;post_type;primary_net_type-de_DE;primary_net_type-en_US;primary_net_type-es_ES;primary_net_type-fr_FR;primary_net_type-it_IT;process-de_DE;process-en_US;process-es_ES;process-fr_FR;process-it_IT;producer;product_certification;release_date-ecommerce;residual_height;retaining_rope_no_per_posts;sel_energy;slope_inclination;steel_grade_options;strand_diameter;SUBSTITUTION-groups;SUBSTITUTION-products;tech_drawing-de_DE;tech_drawing-en_US;tech_drawing-es_ES;tech_drawing-fr_FR;tech_drawing-it_IT;tensile_strenght_mesh;tensile_strength;thickness;thread_type-de_DE;thread_type-en_US;thread_type-es_ES;thread_type-fr_FR;thread_type-it_IT;type_of_netting-de_DE;type_of_netting-en_US;type_of_netting-es_ES;type_of_netting-fr_FR;type_of_netting-it_IT;type_of_system-de_DE;type_of_system-en_US;type_of_system-es_ES;type_of_system-fr_FR;type_of_system-it_IT;ultimate_elongation_long;ultimate_elongation_trav;ultimate_load;ultimate_load_long;ultimate_load_trasv;ultimate_strength;unit_weight;unit_weight_surface;UPSELL-groups;UPSELL-products;uv_resistance;vertical_permeability;width;wire_diameter;X_SELL-groups;X_SELL-products;yield_load;yield_strength
01.02.80.100.03.00.01;;;25,50,100x2,3,4;;;;;;;;;;;;;Geotechnics,hex_mesh,netting,ss_15,ss_15_10_35,ss_15_10_70,ss_25_40_50_05;;;;;Zn;;"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use with
unsurpassed cost effectiveness.";;;;;;1;;BAULIST.002.2;geotech_products;;;;;;;;;;;;;"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";;;;;;;;;80;;;8x10;255.0000;DT8x10/3.0/zinc;;;;;;files/01.02.80.100.03.00.01/pdf_description/generic_datasheet.pdf;"Data Sheet DE";"Data Sheet EN";"Data Sheet ES";"Data Sheet FR";"Scheda Tecnica";;files/01.02.80.100.03.00.01/picture/prod_picture-300x300.jpg;;;;;;;;;;;;;"Officine Maccaferri Spa";"Bureau-Veritas ISO9001";;;;;;;;;;files/01.02.80.100.03.00.01/tech_drawing/de_DE/generic_technical_drawing.pdf;files/01.02.80.100.03.00.01/tech_drawing/en_US/generic_technical_drawing.pdf;files/01.02.80.100.03.00.01/tech_drawing/es_ES/generic_technical_drawing.pdf;files/01.02.80.100.03.00.01/tech_drawing/fr_FR/generic_technical_drawing.pdf;files/01.02.80.100.03.00.01/tech_drawing/it_IT/generic_technical_drawing.pdf;60.0000;350-500;;;;;;;"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";;;;;;;;;;;;;1.6600;;;;;;3.0000;;;;
01.02.80.100.02.07.02;;;25,50,100x2,3,4;;;;;;;;;;;;;Geotechnics,hex_mesh,netting,ss_15,ss_15_10_35,ss_15_10_70,ss_25_40_50_05;;;;;Zn95Al5;;"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use with
unsurpassed cost effectiveness.";;;;;;1;;BAULIST.002.3;geotech_products;;;;;;;;;;;;;"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";;;;;;;;;80;;;8x10;245.0000;DT8x10/2.7/Zn-Al;;;;;;files/01.02.80.100.02.07.02/pdf_description/generic_datasheet.pdf;"Data Sheet DE";"Data Sheet EN";"Data Sheet ES";"Data Sheet FR";"Scheda Tecnica";;files/01.02.80.100.02.07.02/picture/prod_picture-300x300.jpg;;;;;;;;;;;;;"Officine Maccaferri Spa";"Bureau-Veritas ISO9001";;;;;;;;;;files/01.02.80.100.02.07.02/tech_drawing/de_DE/generic_technical_drawing.pdf;files/01.02.80.100.02.07.02/tech_drawing/en_US/generic_technical_drawing.pdf;files/01.02.80.100.02.07.02/tech_drawing/es_ES/generic_technical_drawing.pdf;files/01.02.80.100.02.07.02/tech_drawing/fr_FR/generic_technical_drawing.pdf;files/01.02.80.100.02.07.02/tech_drawing/it_IT/generic_technical_drawing.pdf;50.0000;350-500;;;;;;;"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";;;;;;;;;;;;;1.3700;;;;;;2.7000;;;;
01.02.80.100.03.00.02;;;25,50,100x2,3,4;;;;;;;;;;;;;Geotechnics,hex_mesh,netting,ss_15,ss_15_10_35,ss_15_10_70,ss_25_40_50_05;;;;;Zn95Al5;;"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use with
unsurpassed cost effectiveness.";;;;;;1;;BAULIST.002.4;geotech_products;;;;;;;;;;;;;"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";;;;;;;;;80;;;8x10;255.0000;DT8x10/3.0/Zn-Al;;;;;;files/01.02.80.100.03.00.02/pdf_description/generic_datasheet.pdf;"Data Sheet DE";"Data Sheet EN";"Data Sheet ES";"Data Sheet FR";"Scheda Tecnica";;files/01.02.80.100.03.00.02/picture/prod_picture-300x300.jpg;;;;;;;;;;;;;"Officine Maccaferri Spa";"Bureau-Veritas ISO9001";;;;;;;;;;files/01.02.80.100.03.00.02/tech_drawing/de_DE/generic_technical_drawing.pdf;files/01.02.80.100.03.00.02/tech_drawing/en_US/generic_technical_drawing.pdf;files/01.02.80.100.03.00.02/tech_drawing/es_ES/generic_technical_drawing.pdf;files/01.02.80.100.03.00.02/tech_drawing/fr_FR/generic_technical_drawing.pdf;files/01.02.80.100.03.00.02/tech_drawing/it_IT/generic_technical_drawing.pdf;60.0000;350-500;;;;;;;"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";;;;;;;;;;;;;1.6600;;;;;;3.0000;;;;
01.02.80.100.03.00.03;;;25,50,100x2,3,4;;;;;;;;;;;;;Geotechnics,hex_mesh,netting,ss_15,ss_15_10_35,ss_15_10_70,ss_25_40_50_05;;;;;"Zn95Al5 + PVC";;"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use with
unsurpassed cost effectiveness.";;;;;;1;;BAULIST.002.5;geotech_products;;;;;;;;;;;;;"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";;;;;;;;;80;;;8x10;245.0000;DT8x10/2.7/Zn-Al/PVC;;;;;;files/01.02.80.100.03.00.03/pdf_description/generic_datasheet.pdf;"Data Sheet DE";"Data Sheet EN";"Data Sheet ES";"Data Sheet FR";"Scheda Tecnica";;files/01.02.80.100.03.00.03/picture/prod_picture-300x300.jpg;;;;;;;;;;;;;"Officine Maccaferri Spa";"Bureau-Veritas ISO9001";;;;;;;;;;files/01.02.80.100.03.00.03/tech_drawing/de_DE/generic_technical_drawing.pdf;files/01.02.80.100.03.00.03/tech_drawing/en_US/generic_technical_drawing.pdf;files/01.02.80.100.03.00.03/tech_drawing/es_ES/generic_technical_drawing.pdf;files/01.02.80.100.03.00.03/tech_drawing/fr_FR/generic_technical_drawing.pdf;files/01.02.80.100.03.00.03/tech_drawing/it_IT/generic_technical_drawing.pdf;50.0000;350-500;;;;;;;"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";;;;;;;;;;;;;1.3700;;;;;;2.7000;;;;
01.02.80.100.03.00.04;;;25,50,100x2,3,4;;;;;;;;;;;;;Geotechnics,hex_mesh,netting,ss_15,ss_15_10_35,ss_15_10_70,ss_25_40_50_05;;;;;"Zn95Al5 + PVC";;"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use with
unsurpassed cost effectiveness.";;;;;;1;;BAULIST.002.6;geotech_products;;;;;;;;;;;;;"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";;;;;;;;;80;;;8x10;255.0000;DT8x10/3.0/Zn-Al/PVC;;;;;;files/01.02.80.100.03.00.04/pdf_description/generic_datasheet.pdf;"Data Sheet DE";"Data Sheet EN";"Data Sheet ES";"Data Sheet FR";"Scheda Tecnica";;files/01.02.80.100.03.00.04/picture/prod_picture-300x300.jpg;;;;;;;;;;;;;"Officine Maccaferri Spa";"Bureau-Veritas ISO9001";;;;;;;;;;files/01.02.80.100.03.00.04/tech_drawing/de_DE/generic_technical_drawing.pdf;files/01.02.80.100.03.00.04/tech_drawing/en_US/generic_technical_drawing.pdf;files/01.02.80.100.03.00.04/tech_drawing/es_ES/generic_technical_drawing.pdf;files/01.02.80.100.03.00.04/tech_drawing/fr_FR/generic_technical_drawing.pdf;files/01.02.80.100.03.00.04/tech_drawing/it_IT/generic_technical_drawing.pdf;60.0000;350-500;;;;;;;"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";;;;;;;;;;;;;1.6600;;;;;;3.0000;;;;
01.02.80.100.03.00.05;;;25,50,100x2,3,4;;;;;;;;;;;;;Geotechnics,hex_mesh,netting,ss_15,ss_15_10_35,ss_15_10_70,ss_25_40_50_05;;;;;Zn;;"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use with
unsurpassed cost effectiveness.";;;;;;1;;BAULIST.002.7;geotech_products;;;;;;;;;;;;;"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";;;;;;;;;60;;;6x8;230.0000;DT6X8/2.2/zinc;;;;;;files/01.02.80.100.03.00.05/pdf_description/generic_datasheet.pdf;"Data Sheet DE";"Data Sheet EN";"Data Sheet ES";"Data Sheet FR";"Scheda Tecnica";;files/01.02.80.100.03.00.05/picture/prod_picture-300x300.jpg;;;;;;;;;;;;;"Officine Maccaferri Spa";"Bureau-Veritas ISO9001";;;;;;;;;;files/01.02.80.100.03.00.05/tech_drawing/de_DE/generic_technical_drawing.pdf;files/01.02.80.100.03.00.05/tech_drawing/en_US/generic_technical_drawing.pdf;files/01.02.80.100.03.00.05/tech_drawing/es_ES/generic_technical_drawing.pdf;files/01.02.80.100.03.00.05/tech_drawing/fr_FR/generic_technical_drawing.pdf;files/01.02.80.100.03.00.05/tech_drawing/it_IT/generic_technical_drawing.pdf;37.0000;350-500;;;;;;;"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";;;;;;;;;;;;;1.1200;;;;;;2.2000;;;;
01.02.80.100.03.00.06;;;25,50,100x2,3,4;;;;;;;;;;;;;Geotechnics,hex_mesh,netting,ss_15,ss_15_10_35,ss_15_10_70,ss_25_40_50_05;;;;;Zn;;"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use with
unsurpassed cost effectiveness.";;;;;;1;;BAULIST.002.8;geotech_products;;;;;;;;;;;;;"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";;;;;;;;;60;;;6x8;245.0000;DT6X8/2.7/zinc;;;;;;files/01.02.80.100.03.00.06/pdf_description/generic_datasheet.pdf;"Data Sheet DE";"Data Sheet EN";"Data Sheet ES";"Data Sheet FR";"Scheda Tecnica";;files/01.02.80.100.03.00.06/picture/prod_picture-300x300.jpg;;;;;;;;;;;;;"Officine Maccaferri Spa";"Bureau-Veritas ISO9001";;;;;;;;;;files/01.02.80.100.03.00.06/tech_drawing/de_DE/generic_technical_drawing.pdf;files/01.02.80.100.03.00.06/tech_drawing/en_US/generic_technical_drawing.pdf;files/01.02.80.100.03.00.06/tech_drawing/es_ES/generic_technical_drawing.pdf;files/01.02.80.100.03.00.06/tech_drawing/fr_FR/generic_technical_drawing.pdf;files/01.02.80.100.03.00.06/tech_drawing/it_IT/generic_technical_drawing.pdf;58.0000;350-500;;;;;;;"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";;;;;;;;;;;;;1.7100;;;;;;2.7000;;;;
01.02.80.100.03.00.07;;;25,50,100x2,3,4;;;;;;;;;;;;;Geotechnics,hex_mesh,netting,ss_15,ss_15_10_35,ss_15_10_70,ss_25_40_50_05;;;;;Zn95Al5;;"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use with
unsurpassed cost effectiveness.";;;;;;1;;BAULIST.002.9;geotech_products;;;;;;;;;;;;;"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";;;;;;;;;60;;;6x8;245.0000;DT6X8/2.2/Zn-Al;;;;;;files/01.02.80.100.03.00.07/pdf_description/generic_datasheet.pdf;"Data Sheet DE";"Data Sheet EN";"Data Sheet ES";"Data Sheet FR";"Scheda Tecnica";;files/01.02.80.100.03.00.07/picture/prod_picture-300x300.jpg;;;;;;;;;;;;;"Officine Maccaferri Spa";"Bureau-Veritas ISO9001";;;;;;;;;;files/01.02.80.100.03.00.07/tech_drawing/de_DE/generic_technical_drawing.pdf;files/01.02.80.100.03.00.07/tech_drawing/en_US/generic_technical_drawing.pdf;files/01.02.80.100.03.00.07/tech_drawing/es_ES/generic_technical_drawing.pdf;files/01.02.80.100.03.00.07/tech_drawing/fr_FR/generic_technical_drawing.pdf;files/01.02.80.100.03.00.07/tech_drawing/it_IT/generic_technical_drawing.pdf;58.0000;350-500;;;;;;;"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";;;;;;;;;;;;;1.7100;;;;;;2.2000;;;;
01.02.80.100.03.00.08;;;25,50,100x2,3,4;;;;;;;;;;;;;Geotechnics,hex_mesh,netting,ss_15,ss_15_10_35,ss_15_10_70,ss_25_40_50_05;;;;;Zn95Al5;;"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use withunsurpassed cost effectiveness.";"Double twist (‘DT’) steel wire mesh is a highly efficientmesh combining ease and flexibility of use with
unsurpassed cost effectiveness.";;;;;;1;;BAULIST.002.10;geotech_products;;;;;;;;;;;;;"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";;;;;;;;;60;;;6x8;245.0000;DT6X8/2.7/Zn-Al;;;;;;files/01.02.80.100.03.00.08/pdf_description/generic_datasheet.pdf;"Data Sheet DE";"Data Sheet EN";"Data Sheet ES";"Data Sheet FR";"Scheda Tecnica";;files/01.02.80.100.03.00.08/picture/prod_picture-300x300.jpg;;;;;;;;;;;;;"Officine Maccaferri Spa";"Bureau-Veritas ISO9001";;;;;;;;;;files/01.02.80.100.03.00.08/tech_drawing/de_DE/generic_technical_drawing.pdf;files/01.02.80.100.03.00.08/tech_drawing/en_US/generic_technical_drawing.pdf;files/01.02.80.100.03.00.08/tech_drawing/es_ES/generic_technical_drawing.pdf;files/01.02.80.100.03.00.08/tech_drawing/fr_FR/generic_technical_drawing.pdf;files/01.02.80.100.03.00.08/tech_drawing/it_IT/generic_technical_drawing.pdf;58.0000;350-500;;;;;;;"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";;;;;;;;;;;;;1.7100;;;;;;2.7000;;;;
01.02.80.100.03.00.09;;;50x2,3;;;;;;;;;;;;;Geotechnics,hex_mesh,netting,ss_15,ss_15_10_35,ss_15_10_70,ss_25_40_50_05;;;;;Zn95Al5;;"Hex mesh DT ….";"Hex mesh DT ….";"Hex mesh DT ….";"Hex mesh DT ….";"Hex mesh DT ….";;;;;;1;;BAULIST.002.11;geotech_products;;;;;;;;;;;;;"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";;;;;;;;;80;;;8x10;245.0000;RECS8x10/2.7/Zn-Al;;;;;;files/01.02.80.100.03.00.09/pdf_description/generic_datasheet.pdf;"Data Sheet DE";"Data Sheet EN";"Data Sheet ES";"Data Sheet FR";"Scheda Tecnica";;files/01.02.80.100.03.00.09/picture/prod_picture-300x300.jpg;;;;;;;;;;;;;"Borghi Azio Spa";ISO9001;;;;;;;;;;files/01.02.80.100.03.00.09/tech_drawing/de_DE/generic_technical_drawing.pdf;files/01.02.80.100.03.00.09/tech_drawing/en_US/generic_technical_drawing.pdf;files/01.02.80.100.03.00.09/tech_drawing/es_ES/generic_technical_drawing.pdf;files/01.02.80.100.03.00.09/tech_drawing/fr_FR/generic_technical_drawing.pdf;files/01.02.80.100.03.00.09/tech_drawing/it_IT/generic_technical_drawing.pdf;50.0000;350-500;;;;;;;"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";;;;;;;;;;;;;1.3700;;;;;;2.7000;;;;
01.02.80.100.03.00.10;;;50x2,3;;;;;;;;;;;;;Geotechnics,hex_mesh,netting,ss_15,ss_15_10_35,ss_15_10_70,ss_25_40_50_05;;;;;Zn95Al5;;"Hex mesh DT ….";"Hex mesh DT ….";"Hex mesh DT ….";"Hex mesh DT ….";"Hex mesh DT ….";;;;;;1;;BAULIST.002.12;geotech_products;;;;;;;;;;;;;"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";;;;;;;;;80;;;8x10;255.0000;RECS8x10/3.0/Zn-Al;;;;;;files/01.02.80.100.03.00.10/pdf_description/generic_datasheet.pdf;"Data Sheet DE";"Data Sheet EN";"Data Sheet ES";"Data Sheet FR";"Scheda Tecnica";;files/01.02.80.100.03.00.10/picture/prod_picture-300x300.jpg;;;;;;;;;;;;;"Borghi Azio Spa";ISO9001;;;;;;;;;;files/01.02.80.100.03.00.10/tech_drawing/de_DE/generic_technical_drawing.pdf;files/01.02.80.100.03.00.10/tech_drawing/en_US/generic_technical_drawing.pdf;files/01.02.80.100.03.00.10/tech_drawing/es_ES/generic_technical_drawing.pdf;files/01.02.80.100.03.00.10/tech_drawing/fr_FR/generic_technical_drawing.pdf;files/01.02.80.100.03.00.10/tech_drawing/it_IT/generic_technical_drawing.pdf;60.0000;350-500;;;;;;;"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";;;;;;;;;;;;;1.6600;;;;;;3.0000;;;;
01.02.80.100.03.00.11;;;50x2,3;;;;;;;;;;;;;Geotechnics,hex_mesh,netting,ss_15,ss_15_10_35,ss_15_10_70,ss_25_40_50_05;;;;;Zn95Al5;;"Hex mesh DT ….";"Hex mesh DT ….";"Hex mesh DT ….";"Hex mesh DT ….";"Hex mesh DT ….";;;;;;1;;BAULIST.002.13;geotech_products;;;;;;;;;;;;;"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";"Steel EN 10218-1:2012";;;;;;;;;60;;;6x8;245.0000;RECS6X8/2.7/Zn-Al;;;;;;files/01.02.80.100.03.00.11/pdf_description/generic_datasheet.pdf;"Data Sheet DE";"Data Sheet EN";"Data Sheet ES";"Data Sheet FR";"Scheda Tecnica";;files/01.02.80.100.03.00.11/picture/prod_picture-300x300.jpg;;;;;;;;;;;;;"Borghi Azio Spa";ISO9001;;;;;;;;;;files/01.02.80.100.03.00.11/tech_drawing/de_DE/generic_technical_drawing.pdf;files/01.02.80.100.03.00.11/tech_drawing/en_US/generic_technical_drawing.pdf;files/01.02.80.100.03.00.11/tech_drawing/es_ES/generic_technical_drawing.pdf;files/01.02.80.100.03.00.11/tech_drawing/fr_FR/generic_technical_drawing.pdf;files/01.02.80.100.03.00.11/tech_drawing/it_IT/generic_technical_drawing.pdf;58.0000;350-500;;;;;;;"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";"Hex Mesh DT";;;;;;;;;;;;;1.7100;;;;;;2.7000;;;;
